t,stage_ref,stage_case,diff,threshold,ref_crossing_time,case_crossing_time,arrival_time_diff
0.0,0.92,0.92,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
0.5,0.9200000166893005,0.9200000166893005,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
1.0,0.9200000166893005,0.9200000166893005,0.0,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
1.5,0.9199992417794204,0.9199990451801391,-1.9659928129911464e-07,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
2.0,0.9199926285607635,0.9199939935810263,1.3650202628223695e-06,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
2.5,0.9199727064986468,0.9199787919268055,6.085428158719708e-06,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
3.0,0.9199271532658213,0.9199452489243125,1.809565849120176e-05,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
3.5,0.9198397031681954,0.9198835600846913,4.3856916495887965e-05,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
4.0,0.9196937786616388,0.9197790065097594,8.522784812059481e-05,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
4.5,0.9194708685872441,0.9196137082832242,0.00014283969598005708,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
5.0,0.9191508652898799,0.9193684370315869,0.0002175717417070011,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
5.5,0.9187148243200367,0.9190264943209051,0.0003116700008684026,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
6.0,0.9181458495739262,0.9185797167364623,0.0004338671625361279,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
6.5,0.9174296558462429,0.9180361416650169,0.000606485818773983,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
7.0,0.9165493428074675,0.9172811375307904,0.0007317947233229649,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
7.5,0.9154973664871824,0.9164042380501309,0.0009068715629485524,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
8.0,0.9142676273804609,0.9153809440893235,0.0011133167088626106,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
8.5,0.9128527802705043,0.9140939961321821,0.0012412158616778024,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
9.0,0.9112561512446353,0.9126753974017279,0.0014192461570925463,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
9.5,0.9094824944361216,0.911045297503437,0.001562803067315377,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
10.0,0.9075343267830526,0.9091865134956331,0.0016521867125804945,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
10.5,0.9054243996066923,0.907201147401662,0.0017767477949697241,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
11.0,0.9031624364174031,0.9049711599214306,0.0018087235040274985,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
11.5,0.9007605655491088,0.902589931717329,0.00182936616822027,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
12.0,0.8982353903310956,0.90009717210184,0.001861781770744475,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
12.5,0.8956007328150116,0.8973843289954948,0.0017835961804831824,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
13.0,0.8928755234062262,0.8945993599237783,0.0017238365175520354,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
13.5,0.8900736420097267,0.8917058522124078,0.001632210202681117,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
14.0,0.8872128717129163,0.8887128926509698,0.001500020938053459,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
14.5,0.8843085355006748,0.8856792498963125,0.0013707143956377399,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
15.0,0.88137630403613,0.8825833797454834,0.0012070757093534112,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
15.5,0.8784299213448944,0.8794675686929012,0.0010376473480068205,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
16.0,0.8754831620968139,0.8763547610366973,0.0008715989398834223,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
16.5,0.8725484751593768,0.873252185764328,0.0007037106049511133,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
17.0,0.8696360830057218,0.8701737510276656,0.0005376680219437713,0.9200000083446502,0.05512499772594311,0.05512499772594311,0.0
